CpGs,Monocytes_EPIC,B-cells_EPIC,CD4T-cells_EPIC,NK-cells_EPIC,CD8T-cells_EPIC,Neutrophils_EPIC
cg16555181,0.1757,0.2037,0.3098,0.1937,0.3151,0.1815
cg02186769,0.2375,0.2336,0.3416,0.2366,0.3358,0.2426
cg03666441,0.0681,0.2445,0.5316,0.4382,0.5821,0.0996
cg13152952,0.0033,0.0153,0.1911,0.0101,0.1092,0.0067
cg13437525,0.0283,0.0304,0.4168,0.0373,0.1662,0.0272
cg02501827,0.0141,0.1808,0.7005,0.152,0.7069,0.0167
cg12492653,0.132,0.3235,0.7297,0.3725,0.7551,0.1178
cg05795313,0.0409,0.1216,0.4183,0.1836,0.4183,0.0252
cg21272996,0.0559,0.3004,0.8268,0.471,0.8334,0.0516
cg25728685,0.0326,0.0475,0.4853,0.2229,0.6441,0.0808
cg27424995,0.0044,0.0161,0.3868,0.1355,0.5634,0.0151
cg22707529,0.0357,0.0516,0.4232,0.0893,0.3902,0.0342
cg20865323,0.0306,0.0321,0.2781,0.0511,0.2551,0.0281
cg22306344,0.0057,0.0206,0.1708,0.0204,0.319,0.0093
cg11153400,0.0263,0.182,0.2204,0.0835,0.1916,0.0287
cg26394940,0.056,0.218,0.2383,0.1283,0.2295,0.0585
cg10421247,0.049,0.2284,0.4653,0.2985,0.4789,0.0678
cg25737313,0.0346,0.0398,0.33,0.252,0.3453,0.0374
cg16704678,0.005,0.0112,0.1115,0.018,0.1286,0.0056
cg17329494,0.0223,0.1432,0.4496,0.1638,0.5016,0.0233
cg25104621,0.0194,0.0352,0.1342,0.0291,0.2146,0.0212
cg10837858,0.0345,0.0559,0.1425,0.0517,0.2127,0.0385
cg23600866,0.0485,0.1552,0.3827,0.1342,0.3556,0.0505
cg04850765,0.0128,0.1033,0.2382,0.0573,0.2624,0.0151
cg11911122,0.0318,0.0436,0.3715,0.0566,0.3849,0.0332
cg25150243,0.1429,0.3526,0.5073,0.2471,0.5318,0.13
cg25417405,0.3275,0.3917,0.5232,0.3923,0.515,0.3292
cg10040748,0.0348,0.0462,0.3972,0.1577,0.3534,0.038
cg19725489,0.0225,0.0869,0.3706,0.3026,0.4204,0.0234
cg21863949,0.1354,0.2816,0.451,0.2106,0.5237,0.2042
cg08388111,0.0292,0.0416,0.2394,0.0399,0.1983,0.0366
cg14222879,0.0068,0.0107,0.1397,0.0139,0.1604,0.0079
cg14247332,0.0075,0.0872,0.0954,0.0278,0.1683,0.0159
cg09878888,0.0395,0.1932,0.5472,0.1854,0.5966,0.04
cg15846482,0.0594,0.1618,0.4837,0.1125,0.6204,0.0655
cg27653384,0.2588,0.5146,0.7997,0.1924,0.6164,0.2619
cg25011475,0.0354,0.1026,0.2975,0.1009,0.3638,0.0339
cg12917475,0.0444,0.0598,0.335,0.0576,0.3362,0.0458
cg05877109,0.0437,0.0504,0.346,0.0578,0.3464,0.0429
cg25149155,0.0848,0.104,0.3859,0.1053,0.3913,0.0817
cg04542489,0.0246,0.0511,0.214,0.0433,0.2158,0.0278
cg13687825,0.0364,0.0752,0.095,0.0046,0.0045,0.004
cg09226051,0.2677,0.5207,0.6428,0.3584,0.6478,0.3312
cg03717364,0.0259,0.1671,0.507,0.1366,0.5148,0.03
cg04011671,0.0182,0.1079,0.4632,0.0796,0.4595,0.0228
cg01564818,0.0397,0.3071,0.6319,0.4273,0.6512,0.052
cg01870865,0.0447,0.4884,0.7885,0.6457,0.822,0.1337
cg26654286,0.0323,0.0426,0.3089,0.0413,0.1679,0.0305
cg00236832,0.0507,0.0639,0.2185,0.0611,0.1336,0.0513
cg19276111,0.1374,0.2935,0.704,0.069,0.655,0.1284
cg11183072,0.0292,0.0853,0.495,0.303,0.5834,0.0343
cg13761998,0.0851,0.1618,0.4641,0.3418,0.531,0.0828
cg17740645,0.0853,0.1646,0.5087,0.45,0.5807,0.0874
cg16015423,0.0185,0.1589,0.2667,0.0729,0.323,0.0174
cg17765751,0.0178,0.0896,0.1054,0.0329,0.1424,0.0161
cg23161218,0.0185,0.0499,0.3752,0.1667,0.3966,0.0194
cg15995296,0.0653,0.1432,0.421,0.243,0.4598,0.0727
cg19903071,0.0489,0.1805,0.5895,0.2361,0.6533,0.0463
cg13461447,0.0929,0.275,0.5028,0.1756,0.5513,0.0869
cg06528063,0.01,0.0234,0.1519,0.0226,0.1766,0.0097
cg04545296,0.0236,0.1233,0.3615,0.0732,0.3562,0.0245
cg26404511,0.0254,0.1631,0.5152,0.1075,0.5951,0.0284
cg01607849,0.0959,0.4154,0.4552,0.3333,0.4956,0.0701
cg15784646,0.0949,0.1745,0.6452,0.3149,0.6477,0.1481
cg17525495,0.0969,0.3885,0.8941,0.7506,0.9072,0.1316
cg04347477,0.1367,0.4555,0.7009,0.3335,0.6973,0.1287
cg04406436,0.0316,0.0865,0.3438,0.0395,0.2188,0.0316
cg05041073,0.0087,0.0153,0.1183,0.0291,0.2586,0.0108
cg21936280,0.0716,0.1235,0.3656,0.1865,0.4711,0.0776
cg08360820,0.0206,0.0152,0.2273,0.0804,0.5047,0.0186
cg02573357,0.0616,0.389,0.7635,0.3846,0.8099,0.0589
cg18108087,0.0355,0.0404,0.1998,0.0419,0.0773,0.0385
cg06074992,0.04,0.0901,0.2928,0.1246,0.2153,0.0398
cg18213545,0.0278,0.14,0.5196,0.159,0.5962,0.0328
cg10831212,0.0232,0.2169,0.805,0.3763,0.815,0.0279
cg04313875,0.0056,0.0114,0.0071,0.2367,0.018,0.0058
cg16256390,0.0908,0.1742,0.0988,0.3931,0.1717,0.0857
cg27043010,0.0208,0.0535,0.0367,0.354,0.072,0.0267
cg01447281,0.0512,0.1822,0.0829,0.563,0.2215,0.0435
cg08635931,0.0234,0.0443,0.0763,0.3286,0.1732,0.0274
cg15473346,0.0067,0.0212,0.4348,0.3965,0.3725,0.0076
cg06121450,0.055,0.0621,0.2654,0.2322,0.2345,0.0538
cg09284949,0.0275,0.1171,0.3893,0.6994,0.4194,0.066
cg15770702,0.0327,0.0553,0.0731,0.3566,0.0807,0.0336
cg13279811,0.0857,0.1824,0.2238,0.5383,0.2322,0.0955
cg15085899,0.0182,0.3064,0.9096,0.6285,0.9416,0.0214
cg08462306,0.0105,0.0179,0.0156,0.2203,0.0204,0.0118
cg24254387,0.0465,0.0573,0.0558,0.3296,0.0602,0.0488
cg12043428,0.0293,0.0748,0.0484,0.2438,0.0679,0.0473
cg03666441,0.0681,0.2445,0.5316,0.4382,0.5821,0.0996
cg01088404,0.0505,0.1958,0.4913,0.7173,0.777,0.0441
cg21570709,0.107,0.4258,0.1891,0.5668,0.2945,0.1439
cg16898124,0.0446,0.1319,0.1526,0.1783,0.2597,0.0549
cg07392085,0.0455,0.1269,0.0659,0.347,0.1462,0.0442
cg23643435,0.0572,0.0991,0.0793,0.3078,0.1371,0.0366
cg05604112,0.0414,0.055,0.0544,0.216,0.0816,0.0398
cg26635214,0.0274,0.1539,0.1335,0.1711,0.1309,0.0329
cg02256631,0.1115,0.0841,0.1647,0.4087,0.1282,0.1154
cg12717729,0.0398,0.2233,0.2522,0.3766,0.2734,0.0344
cg19725489,0.0225,0.0869,0.3706,0.3026,0.4204,0.0234
cg00738869,0.0289,0.2202,0.0783,0.3179,0.1706,0.0309
cg12446199,0.0247,0.0235,0.6269,0.4531,0.6429,0.0282
cg16411883,0.0386,0.0934,0.2007,0.3835,0.2994,0.0404
cg18660064,0.058,0.1611,0.4331,0.4707,0.5128,0.0538
cg19286686,0.0356,0.0798,0.092,0.0962,0.2079,0.0423
cg23967461,0.0305,0.129,0.159,0.2544,0.353,0.0351
cg08447324,0.0303,0.0873,0.036,0.2276,0.0421,0.0304
cg25737313,0.0346,0.0398,0.33,0.252,0.3453,0.0374
cg01870865,0.0447,0.4884,0.7885,0.6457,0.822,0.1337
cg05406868,0.0391,0.1526,0.1111,0.2695,0.1573,0.0676
cg01014262,0.0486,0.3928,0.5442,0.5302,0.6562,0.0495
cg22961457,0.0533,0.3785,0.2436,0.4946,0.3852,0.0719
cg17525495,0.0969,0.3885,0.8941,0.7506,0.9072,0.1316
cg00066663,0.0779,0.4071,0.283,0.5309,0.366,0.0789
cg01664727,0.1563,0.378,0.4812,0.5565,0.6591,0.205
cg09802389,0.0331,0.0868,0.1594,0.269,0.2418,0.0378
cg13357602,0.0401,0.0393,0.3672,0.3348,0.6233,0.1038
cg01018002,0.0514,0.0976,0.0903,0.1759,0.2178,0.0413
cg24691069,0.0082,0.0277,0.0936,0.1465,0.2157,0.0088
cg22501342,0.0526,0.0922,0.2292,0.3251,0.3766,0.0598
cg21161394,0.0307,0.0722,0.5483,0.4611,0.5514,0.0437
cg02648847,0.0663,0.058,0.6887,0.5829,0.6288,0.0717
cg02676175,0.3715,0.5324,0.5227,0.7034,0.3788,0.5406
cg23829102,0.055,0.2474,0.4531,0.7345,0.6383,0.0492
cg13315450,0.0955,0.0733,0.0838,0.4583,0.0813,0.0678
cg03484180,0.3351,0.5002,0.4451,0.5203,0.4695,0.3651
cg13072940,0.3103,0.4098,0.3838,0.4154,0.4012,0.3223
cg05047486,0.0464,0.0752,0.1339,0.244,0.2477,0.0473
cg06126721,0.1714,0.5973,0.8595,0.6986,0.8984,0.2274
cg23728447,0.1098,0.2426,0.3299,0.5482,0.4939,0.1073
cg20381404,0.0311,0.0948,0.0165,0.1154,0.0873,0.0663
cg08462306,0.0105,0.0179,0.0156,0.2203,0.0204,0.0118
cg24254387,0.0465,0.0573,0.0558,0.3296,0.0602,0.0488
cg22897141,0.2632,0.1968,0.2586,0.3176,0.2072,0.2014
cg09915396,0.0752,0.0594,0.4533,0.5088,0.5128,0.0891
cg02076355,0.109,0.1106,0.2456,0.4722,0.4428,0.1122
cg18584387,0.0284,0.0855,0.0557,0.3322,0.0721,0.0318
cg07066369,0.0095,0.0571,0.035,0.1957,0.047,0.0124
cg17580045,0.058,0.1108,0.0821,0.2466,0.1007,0.0673
cg24070123,0.0836,0.191,0.1752,0.229,0.184,0.0153
cg23125506,0.118,0.0493,0.6529,0.5579,0.6075,0.125
cg11930955,0.2552,0.2336,0.1097,0.6185,0.1938,0.3346
cg10911160,0.0575,0.0696,0.1018,0.1465,0.1508,0.0649
cg23917399,0.069,0.0685,0.1888,0.4628,0.2708,0.0961
cg05783185,0.0432,0.2948,0.6614,0.6564,0.7465,0.0517
cg11639950,0.315,0.6388,0.9145,0.8927,0.9266,0.5323
cg17187521,0.094,0.3494,0.6994,0.5745,0.7575,0.1337
cg21161394,0.0307,0.0722,0.5483,0.4611,0.5514,0.0437
cg02648847,0.0663,0.058,0.6887,0.5829,0.6288,0.0717
cg13909895,0.3046,0.3832,0.3413,0.5167,0.2378,0.3219
cg26604214,0.0804,0.0805,0.1915,0.3669,0.3231,0.0848
cg18584387,0.0284,0.0855,0.0557,0.3322,0.0721,0.0318
cg07066369,0.0095,0.0571,0.035,0.1957,0.047,0.0124
cg17580045,0.058,0.1108,0.0821,0.2466,0.1007,0.0673
cg23051299,0.2057,0.3467,0.2096,0.3499,0.2129,0.1681
cg20704342,0.1466,0.2364,0.1622,0.1844,0.1646,0.1279
cg26476925,0.0941,0.4557,0.7401,0.7552,0.7779,0.0898
cg24011261,0.0138,0.1059,0.1189,0.2689,0.1896,0.0233
cg05551922,0.0318,0.1283,0.1345,0.2224,0.1906,0.0384
cg05055782,0.0678,0.1818,0.2348,0.3568,0.2693,0.0859
cg03214730,0.0405,0.0518,0.1067,0.2082,0.1151,0.0441
cg07346187,0.0732,0.5834,0.6617,0.5907,0.7366,0.0617
cg22001211,0.104,0.0891,0.0834,0.3822,0.1485,0.1489
cg20518511,0.0843,0.2458,0.1998,0.3163,0.2188,0.1198
cg09033131,0.0233,0.0286,0.1021,0.097,0.2003,0.0133
cg16594165,0.0608,0.0933,0.1698,0.13,0.2738,0.05
cg01607849,0.0959,0.4154,0.4552,0.3333,0.4956,0.0701
cg22249612,0.2775,0.925,0.93,0.7511,0.9319,0.1045
cg21869046,0.251,0.3749,0.5349,0.4382,0.6216,0.3609
cg12150039,0.0273,0.1012,0.2642,0.3082,0.4986,0.0298
cg22045942,0.0562,0.218,0.3955,0.4016,0.5731,0.058
cg22820108,0.1862,0.4225,0.832,0.7504,0.8469,0.2575
cg04173586,0.6051,0.771,0.9379,0.8646,0.9484,0.212
cg26971042,0.0905,0.0589,0.1054,0.6699,0.1898,0.1082
cg09046309,0.1709,0.7126,0.8435,0.7536,0.8541,0.0446
cg10421247,0.049,0.2284,0.4653,0.2985,0.4789,0.0678
cg13073224,0.1733,0.2191,0.4386,0.3506,0.4948,0.2372
cg16684607,0.1348,0.2732,0.4042,0.4946,0.4308,0.1406
cg01098178,0.0758,0.1281,0.2137,0.2962,0.2242,0.0792
cg08092930,0.0393,0.1626,0.32,0.185,0.3783,0.0125
cg27388962,0.6395,0.0352,0.5345,0.7294,0.516,0.7352
cg07905673,0.039,0.0677,0.1092,0.2018,0.1497,0.0382
cg12273325,0.0392,0.0638,0.2207,0.7173,0.3866,0.1286
cg10708955,0.0552,0.3542,0.3091,0.3432,0.3685,0.0612
cg04658021,0.1068,0.6572,0.5137,0.788,0.599,0.1464
cg13759852,0.0557,0.2679,0.2183,0.3834,0.2373,0.065
cg02705163,0.3533,0.408,0.3734,0.3823,0.392,0.3779
cg04850961,0.1256,0.1925,0.1418,0.161,0.1837,0.1176
cg01615880,0.1055,0.1372,0.099,0.152,0.1319,0.101
cg06881310,0.1718,0.2138,0.1771,0.2122,0.206,0.1634
cg25989075,0.188,0.2291,0.1922,0.2288,0.2236,0.1815
cg03417473,0.2464,0.4772,0.5318,0.6968,0.6352,0.2022
cg06653052,0.1837,0.3851,0.2936,0.279,0.2682,0.1697
cg01924434,0.2278,0.3842,0.3062,0.3953,0.2934,0.2466
cg20730253,0.0532,0.0452,0.08,0.0875,0.082,0.0539
cg23243080,0.0331,0.0429,0.0908,0.2592,0.0954,0.0324
cg06528575,0.038,0.1088,0.1054,0.2457,0.2908,0.0406
cg04231677,0.0544,0.6423,0.6404,0.6377,0.733,0.0493
cg01564818,0.0397,0.3071,0.6319,0.4273,0.6512,0.052
cg26337070,0.43,0.7951,0.9228,0.8778,0.9408,0.5379
cg00135056,0.0774,0.1248,0.2196,0.3693,0.2533,0.0823
cg21822187,0.1682,0.4239,0.6253,0.635,0.5618,0.37
cg23643435,0.0572,0.0991,0.0793,0.3078,0.1371,0.0366
cg05604112,0.0414,0.055,0.0544,0.216,0.0816,0.0398
cg13298116,0.1705,0.2875,0.2903,0.2848,0.3011,0.2296
cg11742103,0.0535,0.1414,0.1427,0.1143,0.1426,0.0673
cg12065777,0.1636,0.4454,0.6266,0.5817,0.6338,0.2748
cg25554283,0.0111,0.0282,0.044,0.0165,0.2908,0.0102
cg02366988,0.0742,0.1034,0.0998,0.0771,0.2263,0.0751
cg12034678,0.002,0.0038,0.2081,0.0143,0.3418,0.0059
cg08360820,0.0206,0.0152,0.2273,0.0804,0.5047,0.0186
cg05041073,0.0087,0.0153,0.1183,0.0291,0.2586,0.0108
cg21936280,0.0716,0.1235,0.3656,0.1865,0.4711,0.0776
cg02971575,0.0061,0.0513,0.1226,0.0129,0.199,0.003
cg22306344,0.0057,0.0206,0.1708,0.0204,0.319,0.0093
cg13904970,0.0046,0.0055,0.061,0.0375,0.2706,0.0045
cg22620363,0.0128,0.0571,0.1834,0.0589,0.4236,0.0156
cg11478607,0.0093,0.0333,0.0739,0.0181,0.1985,0.0115
cg13469590,0.0155,0.0212,0.2046,0.0474,0.3339,0.0165
cg20243351,0.0026,0.0062,0.0631,0.0502,0.3017,0.0063
cg05768702,0.0163,0.0168,0.068,0.0679,0.2172,0.0227
cg13607248,0.0403,0.0288,0.3333,0.1313,0.5397,0.0793
cg14247332,0.0075,0.0872,0.0954,0.0278,0.1683,0.0159
cg16208357,0.0167,0.0457,0.1009,0.0268,0.1414,0.015
cg24104567,0.0196,0.0451,0.1923,0.0268,0.262,0.0174
cg02763536,0.0199,0.0463,0.1868,0.0398,0.2192,0.0209
cg24235581,0.0088,0.011,0.033,0.0284,0.2473,0.0084
cg25104621,0.0194,0.0352,0.1342,0.0291,0.2146,0.0212
cg10837858,0.0345,0.0559,0.1425,0.0517,0.2127,0.0385
cg12894649,0.025,0.2003,0.065,0.0527,0.2394,0.0106
cg23944804,0.018,0.2048,0.0609,0.0415,0.2807,0.0099
cg14603345,0.0215,0.2333,0.0808,0.0562,0.2957,0.0102
cg15085899,0.0182,0.3064,0.9096,0.6285,0.9416,0.0214
cg27424995,0.0044,0.0161,0.3868,0.1355,0.5634,0.0151
cg19811761,0.0175,0.2026,0.0786,0.0502,0.2436,0.0096
cg00674365,0.0207,0.2295,0.0566,0.0449,0.2983,0.0054
cg11411904,0.0157,0.0266,0.0831,0.0798,0.2111,0.0156
cg21344746,0.0119,0.0453,0.3864,0.0977,0.4667,0.0138
cg13357602,0.0401,0.0393,0.3672,0.3348,0.6233,0.1038
cg06065225,0.0031,0.0523,0.0956,0.0082,0.1636,0.0029
cg17598713,0.0076,0.0079,0.0731,0.0219,0.1758,0.0118
cg03384992,0.0242,0.0777,0.1662,0.0238,0.1769,0.0151
cg06593258,0.1062,0.2451,0.3644,0.1529,0.3824,0.1041
cg26398656,0.0655,0.146,0.2173,0.0708,0.2373,0.066
cg09033131,0.0233,0.0286,0.1021,0.097,0.2003,0.0133
cg16594165,0.0608,0.0933,0.1698,0.13,0.2738,0.05
cg25728685,0.0326,0.0475,0.4853,0.2229,0.6441,0.0808
cg24152605,0.0175,0.1046,0.065,0.0366,0.2218,0.009
cg21970554,0.0105,0.0778,0.0516,0.0279,0.1451,0.0072
cg22054362,0.0122,0.0832,0.0534,0.0308,0.1569,0.0117
cg12349858,0.0108,0.0596,0.1554,0.0641,0.2816,0.0175
cg16208357,0.0167,0.0457,0.1009,0.0268,0.1414,0.015
cg24104567,0.0196,0.0451,0.1923,0.0268,0.262,0.0174
cg02763536,0.0199,0.0463,0.1868,0.0398,0.2192,0.0209
cg02003159,0.013,0.1017,0.1329,0.021,0.1955,0.0088
cg24124443,0.0322,0.2448,0.6001,0.1601,0.6207,0.0192
cg05022378,0.201,0.1746,0.2525,0.2262,0.2494,0.182
cg08894153,0.0628,0.0753,0.135,0.067,0.2301,0.0707
cg14873488,0.0076,0.0105,0.3339,0.0224,0.3467,0.012
cg02447380,0.0095,0.0315,0.0727,0.0292,0.1735,0.0145
cg08092930,0.0393,0.1626,0.32,0.185,0.3783,0.0125
cg05412028,0.0505,0.2034,0.4616,0.1819,0.4656,0.094
cg26685941,0.0926,0.2244,0.4153,0.2005,0.377,0.1513
cg25365958,0.0924,0.1507,0.6594,0.2218,0.7509,0.1047
cg19358877,0.013,0.1348,0.044,0.0209,0.155,0.008
cg08640252,0.0218,0.074,0.2135,0.0462,0.2376,0.0324
cg18213545,0.0278,0.14,0.5196,0.159,0.5962,0.0328
cg10831212,0.0232,0.2169,0.805,0.3763,0.815,0.0279
cg19210276,0.0479,0.2196,0.7612,0.2369,0.7931,0.0489
cg03287340,0.0163,0.1854,0.0845,0.0407,0.185,0.0161
cg06923988,0.0242,0.0342,0.126,0.1038,0.237,0.0228
cg15050390,0.0194,0.0634,0.0857,0.0378,0.2265,0.02
cg15416179,0.0125,0.0834,0.238,0.0778,0.2688,0.0145
cg17062279,0.0074,0.0421,0.1134,0.0236,0.2333,0.0099
cg24152605,0.0175,0.1046,0.065,0.0366,0.2218,0.009
cg21970554,0.0105,0.0778,0.0516,0.0279,0.1451,0.0072
cg22054362,0.0122,0.0832,0.0534,0.0308,0.1569,0.0117
cg17772171,0.0152,0.0635,0.2394,0.0719,0.4572,0.0185
cg02305850,0.0376,0.069,0.1321,0.0888,0.2785,0.0444
cg02973469,0.0254,0.0505,0.0926,0.0504,0.2159,0.0273
cg16898124,0.0446,0.1319,0.1526,0.1783,0.2597,0.0549
cg20645074,0.0144,0.0776,0.155,0.0776,0.2502,0.0156
cg15846482,0.0594,0.1618,0.4837,0.1125,0.6204,0.0655
cg19927257,0.047,0.0516,0.1037,0.0516,0.2152,0.0338
cg14210872,0.1102,0.129,0.1836,0.0942,0.2489,0.0857
cg10903451,0.0143,0.1171,0.0496,0.0388,0.1546,0.0115
cg00490655,0.0357,0.1868,0.0681,0.064,0.2265,0.0207
cg06003296,0.0124,0.0784,0.0819,0.0183,0.1624,0.0077
cg12426092,0.065,0.1681,0.7631,0.2713,0.8449,0.0704
cg05058167,0.0593,0.153,0.3494,0.1729,0.52,0.0572
cg19713567,0.0976,0.2139,0.4664,0.2959,0.6011,0.099
cg03717364,0.0259,0.1671,0.507,0.1366,0.5148,0.03
cg04011671,0.0182,0.1079,0.4632,0.0796,0.4595,0.0228
cg11270042,0.0107,0.0535,0.1072,0.0807,0.1615,0.0077
cg13790603,0.0186,0.0276,0.0828,0.0611,0.2147,0.022
cg20985755,0.0138,0.0216,0.072,0.0436,0.1994,0.0164
cg17700915,0.0234,0.1217,0.1004,0.0356,0.2144,0.0176
cg16704678,0.005,0.0112,0.1115,0.018,0.1286,0.0056
cg10831212,0.0232,0.2169,0.805,0.3763,0.815,0.0279
cg19210276,0.0479,0.2196,0.7612,0.2369,0.7931,0.0489
cg09082903,0.0172,0.1698,0.0813,0.038,0.1729,0.0121
cg03666441,0.0681,0.2445,0.5316,0.4382,0.5821,0.0996
cg14878812,0.0249,0.0764,0.1213,0.0434,0.2016,0.0185
cg00159523,0.064,0.2679,0.567,0.1576,0.809,0.1212
cg25011475,0.0354,0.1026,0.2975,0.1009,0.3638,0.0339
cg21602557,0.043,0.0588,0.0917,0.0844,0.2107,0.0438
cg23919479,0.0143,0.1778,0.052,0.0218,0.1506,0.0125
cg18976418,0.0371,0.1234,0.7549,0.1574,0.7622,0.0367
cg24312719,0.0665,0.1092,0.1998,0.1104,0.3064,0.0689
cg11226183,0.1441,0.2029,0.2672,0.1907,0.2746,0.1845
cg17140307,0.2456,0.2591,0.3412,0.2741,0.3637,0.2526
cg27363829,0.0208,0.2766,0.1908,0.0599,0.3605,0.0114
cg24442740,0.0152,0.1364,0.3745,0.2896,0.5453,0.0181
cg19146924,0.0335,0.0667,0.1425,0.0793,0.1931,0.0387
cg24585346,0.1027,0.1336,0.175,0.1156,0.2197,0.1025
cg10683341,0.021,0.0369,0.2424,0.0458,0.2454,0.0282
cg23651614,0.0399,0.046,0.2346,0.0836,0.2355,0.0387
cg12446199,0.0247,0.0235,0.6269,0.4531,0.6429,0.0282
cg21863949,0.1354,0.2816,0.451,0.2106,0.5237,0.2042
cg11497957,0.0261,0.0778,0.284,0.0874,0.3876,0.0277
cg19547144,0.0162,0.0484,0.0831,0.0651,0.198,0.0148
cg14779951,0.0446,0.1013,0.156,0.1252,0.3278,0.0538
cg17329494,0.0223,0.1432,0.4496,0.1638,0.5016,0.0233
cg26059153,0.0155,0.1552,0.0588,0.017,0.1148,0.008
cg06571075,0.0157,0.162,0.0308,0.021,0.1158,0.007
cg09057863,0.0278,0.0652,0.1042,0.0357,0.1882,0.0254
cg22777062,0.0169,0.0635,0.0692,0.0208,0.1596,0.022
cg19725489,0.0225,0.0869,0.3706,0.3026,0.4204,0.0234
cg12272837,0.0434,0.1802,0.1163,0.053,0.1931,0.0397
cg02935627,0.0982,0.2381,0.1723,0.1244,0.2372,0.1049
cg16015423,0.0185,0.1589,0.2667,0.0729,0.323,0.0174
cg17765751,0.0178,0.0896,0.1054,0.0329,0.1424,0.0161
cg14222879,0.0068,0.0107,0.1397,0.0139,0.1604,0.0079
cg15245095,0.0231,0.0931,0.0948,0.0378,0.1772,0.031
cg03205584,0.0702,0.1557,0.1587,0.0904,0.2013,0.0773
cg25570278,0.0386,0.113,0.1594,0.074,0.3226,0.0384
cg17468185,0.0199,0.0538,0.0869,0.0492,0.2336,0.0183
cg12894649,0.025,0.2003,0.065,0.0527,0.2394,0.0106
cg23944804,0.018,0.2048,0.0609,0.0415,0.2807,0.0099
cg14603345,0.0215,0.2333,0.0808,0.0562,0.2957,0.0102
cg18238374,0.0156,0.0633,0.1114,0.0482,0.1882,0.0153
cg02321062,0.0319,0.0398,0.101,0.0469,0.2359,0.0375
cg11033835,0.0124,0.2373,0.0344,0.0286,0.1462,0.0064
cg02003159,0.013,0.1017,0.1329,0.021,0.1955,0.0088
cg24124443,0.0322,0.2448,0.6001,0.1601,0.6207,0.0192
cg11183072,0.0292,0.0853,0.495,0.303,0.5834,0.0343
cg13761998,0.0851,0.1618,0.4641,0.3418,0.531,0.0828
cg17740645,0.0853,0.1646,0.5087,0.45,0.5807,0.0874
cg04850765,0.0128,0.1033,0.2382,0.0573,0.2624,0.0151
cg26308477,0.0219,0.0882,0.0992,0.0568,0.1509,0.0242
cg19286686,0.0356,0.0798,0.092,0.0962,0.2079,0.0423
cg23967461,0.0305,0.129,0.159,0.2544,0.353,0.0351
cg08169020,0.8866,0.2615,0.0149,0.0777,0.0164,0.868
cg25913761,0.8363,0.221,0.2816,0.4705,0.3961,0.8293
cg26955540,0.7658,0.0222,0.1492,0.4005,0.3474,0.7915
cg12827637,0.5212,0.3614,0.0227,0.212,0.0225,0.5368
cg13677741,0.1653,0.1182,0.0109,0.0887,0.0133,0.2101
cg19442545,0.2013,0.1137,0.0608,0.041,0.0668,0.1952
cg15838173,0.1819,0.1145,0.0688,0.0588,0.066,0.1798
cg23231163,0.3366,0.2776,0.1749,0.1822,0.1789,0.3249
cg04858631,0.6594,0.1479,0.0787,0.0516,0.1614,0.644
cg19442545,0.2013,0.1137,0.0608,0.041,0.0668,0.1952
cg15838173,0.1819,0.1145,0.0688,0.0588,0.066,0.1798
cg02646515,0.087,0.0511,0.2685,0.4501,0.3705,0.6214
cg00982136,0.4659,0.3645,0.0369,0.0494,0.0385,0.4724
cg05507654,0.1953,0.0449,0.0537,0.1751,0.0725,0.2326
cg18136963,0.1143,0.2865,0.3476,0.3129,0.3328,0.3994
cg25170017,0.8861,0.5116,0.1021,0.4363,0.0875,0.7042
cg15376996,0.5355,0.4895,0.3402,0.456,0.2595,0.577
cg10560079,0.1943,0.0846,0.01,0.0524,0.0107,0.1753
cg11845111,0.1324,0.0998,0.0477,0.0556,0.0453,0.1152
cg27211696,0.2095,0.1225,0.0331,0.0619,0.0339,0.1863
cg24565820,0.038,0.031,0.0217,0.0588,0.0506,0.1117
cg23896514,0.2258,0.0416,0.0424,0.0596,0.0414,0.2912
cg27388962,0.6395,0.0352,0.5345,0.7294,0.516,0.7352
cg08474651,0.1932,0.2666,0.163,0.1245,0.148,0.2128
cg14789659,0.8194,0.6834,0.2172,0.6203,0.525,0.8535
cg00928816,0.7962,0.6818,0.3266,0.6438,0.553,0.854
cg20746552,0.6966,0.6434,0.321,0.5626,0.5442,0.7588
cg16389209,0.7493,0.6001,0.2884,0.6021,0.496,0.8042
cg23220823,0.3931,0.1386,0.0916,0.128,0.0894,0.4259
cg01424562,0.8487,0.5592,0.1068,0.4103,0.1318,0.8368
cg08832851,0.3915,0.0385,0.0359,0.0503,0.0363,0.4298
cg09642825,0.4598,0.3097,0.1942,0.4086,0.182,0.4433
cg06375761,0.161,0.1878,0.0776,0.0835,0.0453,0.1855
cg13638257,0.1698,0.1944,0.0603,0.068,0.023,0.1998
cg14419102,0.3889,0.3972,0.2134,0.2314,0.1045,0.402
cg18353226,0.2078,0.202,0.1136,0.1356,0.0758,0.2172
cg26083458,0.4801,0.4564,0.203,0.2918,0.0862,0.4926
cg22879098,0.5349,0.5507,0.3692,0.451,0.402,0.5331
cg24082121,0.5822,0.5525,0.2442,0.3097,0.3254,0.5558
cg12474798,0.5198,0.4197,0.2904,0.498,0.3472,0.5324
cg20684110,0.5365,0.3919,0.3404,0.5153,0.4051,0.5404
cg01005506,0.3272,0.3353,0.2354,0.3152,0.257,0.3289
